"","term","estimate","std_error","statistic","p_value","lower_ci","upper_ci"
"728","DM$developer: FreshPlanet, Inc© Freshplanet, Inc.",-0.361,0.487,-0.74,0.459,-1.316,0.594
"729","DM$developer: Frima Studio Inc.",1.046,0.858,1.218,0.223,-0.637,2.729
"730","DM$developer: Frontier Design Group, LLC© 2011-2012 Frontier Design Group, LLC",0.185,0.562,0.329,0.742,-0.917,1.287
"731","DM$developer: Frontier Developments Limited© Frontier Developments Ltd",0.511,0.513,0.995,0.32,-0.495,1.516
"732","DM$developer: Fruit Salad Games",1.197,0.629,1.902,0.057,-0.037,2.43
"733","DM$developer: FT Games",0.57,0.552,1.033,0.301,-0.511,1.651
"734","DM$developer: Fugumobile Limited© 斯滕爽健贸易（上海）有限公司",-0.073,0.675,-0.108,0.914,-1.396,1.25
"735","DM$developer: Full Fat",0.065,0.561,0.115,0.908,-1.035,1.164
"736","DM$developer: Full Fat Productions Ltd© 2013 Full Fat",-0.282,0.542,-0.52,0.603,-1.343,0.78
"737","DM$developer: Fung Kam Keung© 2012 Fung Kam Keung",0.184,0.558,0.329,0.742,-0.909,1.277
"738","DM$developer: Funshion Online Technologies Ltd© 2005-2012 Funshion Online Technologies,.Ltd",-2.268,0.549,-4.135,0,-3.343,-1.193
"739","DM$developer: Funshion Online Technologies Ltd© Funshion Online Technologies,.Ltd",-0.881,0.548,-1.607,0.108,-1.955,0.193
"740","DM$developer: Funzio, Inc© 2012 Funzio, Inc.",-0.779,0.527,-1.477,0.14,-1.812,0.255
"741","DM$developer: Future Games of London© 2010-2012 Future Games of London Ltd.",0.332,0.826,0.402,0.688,-1.287,1.951
"742","DM$developer: Future Games of London© 2012 Future Games of London Ltd",-0.183,0.514,-0.357,0.721,-1.19,0.824
"743","DM$developer: G5 Entertainment AB2011 Floodlight Ltd. iOS Adaptation © 2011 - 2012 G5 Entertainment AB. Published by G5 Entertainment AB.",0.158,0.825,0.191,0.848,-1.459,1.775
"744","DM$developer: G5 Entertainment AB© 2011 - 2012 G5 Entertainment AB",-0.401,0.512,-0.782,0.434,-1.405,0.604
"745","DM$developer: G5 Entertainment AB© 2012 Artifex Mundi Ltd. Published by G5 Entertainment AB.",-0.523,0.492,-1.063,0.288,-1.487,0.441
"746","DM$developer: G5 Entertainment AB© 2012 Fenomen Games. Published by G5 Entertainment AB. All Rights Reserved.",0.077,0.528,0.146,0.884,-0.958,1.112
"747","DM$developer: G5 Entertainment AB© 2012 MaxNick.com. Published by G5 Entertainment AB.",-0.365,0.584,-0.626,0.532,-1.509,0.779
"748","DM$developer: G5 Entertainment AB© 2012 MyTona. Published by G5 Entertainment AB. All Rights Reserved.",0.182,0.553,0.329,0.742,-0.902,1.266
"749","DM$developer: Gaijin Entertainment Corporation© 2011 Gaijin Entertainment",-0.472,0.675,-0.699,0.485,-1.795,0.851
"750","DM$developer: Game Circus LLC",0.923,0.61,1.513,0.13,-0.273,2.118
"751","DM$developer: Game Colt Studio",0.633,0.589,1.075,0.282,-0.521,1.788
"752","DM$developer: Game Hive Corporation",0.964,0.56,1.72,0.086,-0.135,2.062
"753","DM$developer: Game Hive Corporation© 2011 Game Hive",-1.226,0.506,-2.421,0.016,-2.218,-0.233
"754","DM$developer: Game Hive Corporation© 2011 Game Hive Corporation",-0.669,0.551,-1.214,0.225,-1.748,0.411
"755","DM$developer: Game Hive Corporation© 2011 GameHiveCorporation",0.032,0.564,0.057,0.954,-1.074,1.139
"756","DM$developer: Game Hive Corporation© 2012 Game Hive Corp.",-0.016,0.541,-0.03,0.976,-1.076,1.043
"757","DM$developer: Game Hive Corporation© 2012GameHiveCorporation",-0.757,0.486,-1.556,0.12,-1.71,0.196
"758","DM$developer: Game Insight International",1.45,0.59,2.458,0.014,0.294,2.606
"759","DM$developer: Game Insight LLC© 2012 Game Insight, LLC",-0.222,0.489,-0.455,0.649,-1.18,0.736
"760","DM$developer: Game Oven Studios B.V.© 2011 Game Oven Studios B.V.",-1.186,0.616,-1.924,0.054,-2.394,0.022
"761","DM$developer: Game Show Network© 2012 GSN All Rights Reserved.",-1.221,0.516,-2.367,0.018,-2.233,-0.21
"762","DM$developer: gamebean© gamebean",-1.387,0.49,-2.833,0.005,-2.347,-0.427
"763","DM$developer: GameCircus LLC (Privacy Policy )",-0.01,0.825,-0.012,0.99,-1.627,1.607
"764","DM$developer: gameday inc.,© Gameday Inc",0.223,0.542,0.412,0.68,-0.839,1.285
"765","DM$developer: gameday inc.,© Gameday Inc.",0.303,0.552,0.548,0.583,-0.78,1.385
"766","DM$developer: GameFun Studio",0.579,0.589,0.983,0.325,-0.575,1.733
"767","DM$developer: Gamelion Studios Sp. z o.o. (LLC)© 2012 Gamelion Studios",-0.703,0.552,-1.274,0.203,-1.785,0.379
"768","DM$developer: Gameloft",0.803,0.536,1.499,0.134,-0.247,1.854
"769","DM$developer: Gameloft S.A.""© 2008 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo are trademarks of Gameloft in the U.S. and/or other countries.",-0.619,0.52,-1.19,0.234,-1.638,0.4
"770","DM$developer: Gameloft S.A.© 2008 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo are trademarks of Gameloft in the U.S. and/or other countries.",-0.156,0.5,-0.312,0.755,-1.137,0.824
"771","DM$developer: Gameloft S.A.© 2008 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo are trademarks of Gameloft in the US and/or other countries. © 2008 HMH Consumer Company Limited, and its affiliates and licensors. All rights reserved. The Lea",0.29,0.51,0.567,0.57,-0.711,1.29
"772","DM$developer: Gameloft S.A.© 2008 Gameloft. All Rights Reserved. Published by Gameloft under license from Ubisoft Entertainment. Assassin’s Creed, Ubisoft and the Ubisoft logo are trademarks of Ubisoft Entertainment in the US and/or other countries. Gamel",0.553,0.585,0.945,0.345,-0.594,1.7
"773","DM$developer: Gameloft S.A.© 2010 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo are trademarks of Gameloft in the US and/or other countries.",-0.152,0.586,-0.259,0.796,-1.299,0.996
"774","DM$developer: Gameloft S.A.© 2010 Gameloft. All Rights Reserved. Gameloft, the Gameloft logo and Asphalt are trademarks of Gameloft in the US and/or other countries. All manufacturers, cars, motorbikes, names, brands and associated imagery featured in Aspha",-0.106,0.497,-0.213,0.832,-1.079,0.868
"775","DM$developer: Gameloft S.A.© 2011 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo are trademarks of Gameloft in the U.S. and/or other countries",-0.664,0.495,-1.342,0.18,-1.635,0.306
"776","DM$developer: Gameloft S.A.© 2011 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo are trademarks of Gameloft in the U.S. and/or other countries.",-0.258,0.487,-0.53,0.596,-1.212,0.696
"777","DM$developer: Gameloft S.A.© 2011 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo are trademarks of Gameloft in the US and/or other countries.",-0.601,0.496,-1.212,0.226,-1.573,0.371
"778","DM$developer: Gameloft S.A.© 2011 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo are trademarks of Gameloft.",-0.256,0.533,-0.48,0.631,-1.3,0.789
"779","DM$developer: Gameloft S.A.© 2011 Gameloft. All Rights Reserved. Gameloft, the Gameloft logo and Real Football are trademarks of Gameloft in the U.S. and/or other countries.",0.591,0.675,0.876,0.381,-0.731,1.914
"780","DM$developer: Gameloft S.A.© 2011 Gameloft. All Rights Reserved. Gameloft, the Gameloft logo are trademarks of Gameloft in the US and/or other countries.",0.362,0.507,0.715,0.475,-0.631,1.356
"781","DM$developer: Gameloft S.A.© 2011 Gameloft. All Rights Reserved. Gameloft, the Gameloft logo, and Let’s Golf are trademarks of Gameloft in the U.S. and/or other countries.",-0.059,0.675,-0.087,0.931,-1.382,1.264
"782","DM$developer: Gameloft S.A.© 2011 Gameloft. All Rights Reserved. Published by Gameloft under license from Ubisoft Entertainment and Gearbox Software. Brothers In Arms is a trademark of Gearbox Software, L.L.C. and is used under license. Gearbox Software and",0.102,0.494,0.206,0.837,-0.866,1.069
"783","DM$developer: Gameloft S.A.© 2012 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo are trademarks of Gameloft in the US and/or other countries.",-0.213,0.485,-0.438,0.661,-1.163,0.738
"784","DM$developer: Gameloft S.A.© 2012 Gameloft. All Rights Reserved. Gameloft, the Gameloft logo and Asphalt are trademarks of Gameloft in the US and/or other countries. All manufacturers, cars, motorbikes, names, brands and associated imagery featured in the A",-1.22,0.489,-2.494,0.013,-2.179,-0.261
"785","DM$developer: Gameloft S.A.© 2012 Gameloft. All rights reserved. Gameloft, the Gameloft logo and N.O.V.A. Near Orbit Vanguard Alliance are trademarks of Gameloft in the U.S. and/or other countries.",-0.185,0.553,-0.335,0.738,-1.27,0.9
"786","DM$developer: Gameloft S.A.© 2012 Gameloft. All Rights Reserved. Gameloft, the Gameloft logo and Real Football are trademarks of Gameloft in the U.S. and/or other countries.",-0.026,0.511,-0.05,0.96,-1.028,0.977
"787","DM$developer: Gameloft S.A.© 2012 Gameloft. All Rights Reserved. Gameloft, the Gameloft logo and Zombiewood are trademarks of Gameloft in the US and/or other countries.",-0.254,0.511,-0.498,0.619,-1.255,0.747
"788","DM$developer: Gameloft S.A.© 2012 Gameloft. All Rights Reserved. Gameloft, the Gameloft logo are trademarks of Gameloft in the US and/or other countries.",-0.381,0.489,-0.779,0.436,-1.339,0.577
"789","DM$developer: Gameloft S.A.© 2012 Gameloft. All Rights Reserved. Shark Dash, Gameloft and the Gameloft logo are trademarks of Gameloft in the US and/or other countries.",0.599,0.512,1.171,0.242,-0.404,1.602
"790","DM$developer: Gameloft S.A.© Gameloft 2011",0.095,0.825,0.115,0.908,-1.523,1.713
"791","DM$developer: Gameloft S.A.© THE DARK KNIGHT RISES and all related characters and elements are trademarks of and © DC Comics. (s12) Software © 2012 Gameloft. All rights reserved. Gameloft and Gameloft logo are trademarks of Gameloft S.A",0.136,0.494,0.275,0.783,-0.832,1.104
"792","DM$developer: Gameloft S.A.©2012 Gameloft. All Rights Reserved. Gameloft and the logo Gameloft are trademarks of Gameloft in the US and/or other countries",-0.784,0.5,-1.567,0.117,-1.764,0.196
"793","DM$developer: Gameloft S.A.©2012 NFL Properties LLC. Team names and logos are trademarks of the teams indicated. All other (NFL-related marks) are trademarks of the National Football League. ©2012 Gameloft. All rights reserved. Gameloft and the Gameloft lo",0.105,0.507,0.206,0.837,-0.889,1.098
"794","DM$developer: Gameloft S.A.HASBRO and its logo,LITTLEST PET SHOP and all related characters are trademarks of Hasbro and are used with permission. © 2012 Hasbro. All Rights Reserved.",-0.312,0.495,-0.631,0.528,-1.283,0.658
"795","DM$developer: Gameloft S.A.Men In Black III TM & © 2011 Columbia Pictures Industries, Inc. All Rights Reserved. © 2012 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo are trademarks of Gameloft in the US and/or other countries.",-0.333,0.541,-0.615,0.538,-1.394,0.728
"796","DM$developer: Gameloft S.A.MY LITTLE PONY © 2012 Hasbro.",-0.783,0.534,-1.467,0.142,-1.829,0.263
"797","DM$developer: Gameloft S.A.Software © 2010 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo are trademarks of Gameloft in the US and/or other countries.  Marvel, Spider-Man and all related character names and the distinctive likenesses thereof",0.543,0.826,0.657,0.511,-1.077,2.163
"798","DM$developer: Gameloft S.A.Spider-Man, the Character TM & © 2012 Marvel Characters, Inc. The Amazing Spider-Man, the Movie © 2012 Columbia Pictures Industries, Inc. All Rights Reserved.© 2012 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo a",-0.403,0.488,-0.826,0.409,-1.36,0.554
"799","DM$developer: GameResort",0.922,0.589,1.566,0.117,-0.232,2.075
"800","DM$developer: GameResort (Privacy Policy )",0.776,0.826,0.94,0.347,-0.842,2.394
"801","DM$developer: Gamerizon© 2012 Gamerizon Studio Inc.",-0.766,0.616,-1.244,0.214,-1.974,0.441
"802","DM$developer: GameSpring Co. Ltd© GameSpring",-1.593,0.499,-3.196,0.001,-2.571,-0.616
"803","DM$developer: GameSpring Co. Ltd© GameSpring Inc.",-1.048,0.551,-1.901,0.057,-2.128,0.033
"804","DM$developer: GAMEVIL Inc.",1.681,0.611,2.749,0.006,0.482,2.879
"805","DM$developer: GAMEVIL JAPAN Inc.© GAMEVIL, Inc.",-0.561,0.552,-1.017,0.309,-1.642,0.521
"806","DM$developer: GAMEVIL USA, Inc.© GAMEVIL Inc.",-0.075,0.528,-0.142,0.887,-1.109,0.959
"807","DM$developer: GAMEVIL USA, Inc.© GAMEVIL, Inc.",-1.137,0.492,-2.31,0.021,-2.101,-0.172
"808","DM$developer: GAMEVIL, Inc",2.044,0.826,2.474,0.013,0.425,3.663
"809","DM$developer: Gamewave Group Limited (PRC)© gamewave group limited",-1.663,0.616,-2.701,0.007,-2.87,-0.456
"810","DM$developer: Gamistry© Gamistry V.O.F.",-0.35,0.826,-0.424,0.671,-1.969,1.268
"811","DM$developer: ganawoo choi© gangwoo choi",0.029,0.565,0.052,0.959,-1.078,1.137
"812","DM$developer: GANG ZHANG© PMS inc",-0.618,0.512,-1.208,0.227,-1.621,0.385
"813","DM$developer: gao peng© MelonZone",0.349,0.565,0.619,0.536,-0.758,1.456
"814","DM$developer: GasBuddy Organization Inc© GasBuddy Organization Inc",-0.426,0.551,-0.772,0.44,-1.505,0.654
"815","DM$developer: GE WANG© GameDIY.NET",-2.301,0.5,-4.599,0,-3.281,-1.32
"816","DM$developer: georgebean",0.357,0.599,0.596,0.551,-0.817,1.53
"817","DM$developer: GhostBird Software© 2012 GhostBird Software Inc.",-0.265,0.518,-0.511,0.61,-1.28,0.751
"818","DM$developer: GIANTS Software",0.871,0.714,1.221,0.222,-0.527,2.27
"819","DM$developer: GiggleUp Kids Apps And Educational Games Pty Ltd© 2012 GiggleUp Kids Apps And Educational Games Pty Ltd",-0.967,0.568,-1.701,0.089,-2.081,0.147
"820","DM$developer: Ginger Labs, Inc.© Ginger Labs, Inc. 2012",-1.771,0.508,-3.489,0,-2.765,-0.776
"821","DM$developer: Giorgi Otiashvili© 2012 Lemondo LLC",-0.442,0.518,-0.854,0.393,-1.458,0.573
"822","DM$developer: Gipnetix Games",0.268,0.566,0.473,0.636,-0.841,1.376
"823","DM$developer: Globallink.Co.Ltd",-1.759,0.59,-2.981,0.003,-2.916,-0.602
"824","DM$developer: Glu Games Inc© 2011-2012 Glu Mobile",0.114,0.516,0.222,0.825,-0.898,1.127
"825","DM$developer: Glu Games Inc© 2011 - 2012 Glu Mobile",0.416,0.52,0.801,0.423,-0.602,1.435
"826","DM$developer: Glu Games Inc© 2012 Glu Mobile",-0.432,0.483,-0.894,0.371,-1.378,0.515
"827","DM$developer: Glu Mobile",1.425,0.549,2.596,0.009,0.349,2.501
"828","DM$developer: GO Dev Team",0.352,0.552,0.637,0.524,-0.731,1.434
"829","DM$developer: GO HYO© Ma Shan",-0.24,0.585,-0.41,0.682,-1.386,0.907
"830","DM$developer: GO Launcher Dev Team",0.529,0.566,0.935,0.35,-0.58,1.639
"831","DM$developer: GodGame Inc.© 2011 GodGame Inc.",-0.611,0.584,-1.046,0.295,-1.755,0.534
"832","DM$developer: Godzilab© Godzilab Inc",-0.412,0.499,-0.827,0.408,-1.39,0.565
"833","DM$developer: GOES International AB© 2011-2012 GameOn",0.748,0.541,1.382,0.167,-0.313,1.81
"834","DM$developer: gogogame",1.225,0.857,1.43,0.153,-0.455,2.905
"835","DM$developer: GoldenShores Technologies, LLC",0.551,0.567,0.972,0.331,-0.56,1.663
"836","DM$developer: Goodreads, Inc© 2010 - 2012 Goodreads Inc.",-0.241,0.558,-0.431,0.666,-1.334,0.853
"837","DM$developer: Google Inc.",0.067,0.542,0.124,0.902,-0.996,1.13
"838","DM$developer: Google, Inc.© 2009-2012 Google Inc.",-1.693,0.522,-3.244,0.001,-2.716,-0.67
"839","DM$developer: Google, Inc.© 2010 Google Inc.",-1.369,0.519,-2.637,0.008,-2.387,-0.351
"840","DM$developer: Google, Inc.© 2012 Google Inc.",-1.453,0.494,-2.941,0.003,-2.422,-0.485
"841","DM$developer: Google, Inc.© Google Inc.",-1.861,0.495,-3.757,0,-2.832,-0.89
"842","DM$developer: Google, Inc.© Google Inc. 2012",-0.471,0.52,-0.905,0.366,-1.491,0.549
"843","DM$developer: GoPotluck, Inc.© Potluck",0.157,0.516,0.304,0.761,-0.854,1.167
"844","DM$developer: GOSUB 60© 2012, GOSUB 60, Inc.",0.017,0.552,0.03,0.976,-1.066,1.099
"845","DM$developer: Govela Limited© beijing Govela Informaion Technology Co., Ltd.",-0.796,0.571,-1.395,0.163,-1.916,0.323
"846","DM$developer: GP International LLC© 2012 GP Apps",0.027,0.522,0.051,0.959,-0.997,1.051
"847","DM$developer: GREE, INC",-0.466,0.588,-0.793,0.428,-1.619,0.687
"848","DM$developer: GREE, Inc.",0.161,0.588,0.274,0.784,-0.992,1.315
"849","DM$developer: Groundspeak Inc.© 2011 Groundspeak Inc.",-0.418,0.519,-0.806,0.42,-1.436,0.599
"850","DM$developer: Groupon, Inc.© 2011 Groupon, Inc.",-1.578,0.551,-2.867,0.004,-2.658,-0.499
"851","DM$developer: Gu Jiahao© 2012 Gu Jiahao.",-1.787,0.533,-3.35,0.001,-2.832,-0.741
"852","DM$developer: Gu Jing© 2012 iMoreApps Inc.",-0.431,0.507,-0.85,0.395,-1.425,0.563
"853","DM$developer: guan bin© Turbokey Studio",-0.593,0.513,-1.155,0.248,-1.598,0.413
"854","DM$developer: Guangdong Southern Weekly New Media Co., Ltd.© 2009 iNFZM.com",-0.997,0.682,-1.461,0.144,-2.334,0.341
"855","DM$developer: Guangdong Southern Weekly New Media Co., Ltd.© 2012 iNFZM.COM",-2.366,0.55,-4.299,0,-3.445,-1.287
"856","DM$developer: Guangxi Nanning Qiwang Computer Ltd.© PlaySNS",-0.408,0.616,-0.663,0.507,-1.615,0.799
"857","DM$developer: GuangZhou Hule Computer Services Ltd.© 灵机命理馆",0.163,0.529,0.309,0.757,-0.874,1.201
"858","DM$developer: Guangzhou Jiu You Technology Co., Ltd.© 9game",-1.628,0.49,-3.324,0.001,-2.588,-0.668
"859","DM$developer: Guangzhou koo-land network technology co.,ltd.© LittleGenius",0.623,0.68,0.915,0.36,-0.711,1.956
"860","DM$developer: Guangzhou koo-land network technology co.,ltd.© xiao tian cai",-0.165,0.827,-0.2,0.842,-1.786,1.456
"861","DM$developer: Guangzhou KuGou Technology CO. , LTD© 广州酷狗计算机科技有限公司",-0.561,0.552,-1.018,0.309,-1.642,0.52
"862","DM$developer: GuangZhou ShuLian Software Tech Inc© POCO.CN",-0.208,0.551,-0.377,0.706,-1.288,0.872
"863","DM$developer: Guangzhou Southern Metropolis Weekly Media Co.,Ltd© 2011 南都娱乐周刊",-0.743,0.682,-1.089,0.276,-2.08,0.594
"864","DM$developer: Guangzhou Southern Metropolis Weekly Media Co.,Ltd© 2012 南都周刊",-1.531,0.521,-2.938,0.003,-2.552,-0.509
"865","DM$developer: Guangzhou Zoega Information Technology Co., Ltd.© Zoega",-0.635,0.511,-1.243,0.214,-1.636,0.366
"866","DM$developer: Gui Wei© 2011 coco All rights reserved",-0.421,0.624,-0.675,0.5,-1.643,0.801
"867","DM$developer: Gui Wei© 2012 coco All rights reserved",-1.203,0.682,-1.763,0.078,-2.54,0.134
"868","DM$developer: Guies Calculator Converter Equipment© Guies",-0.429,0.548,-0.782,0.434,-1.504,0.646
"869","DM$developer: guilin chen© 2012 Heyi Inc.",-0.234,0.564,-0.414,0.679,-1.339,0.872
"870","DM$developer: Guo Chao© 2012 Strawberry Studio",-1.223,0.566,-2.159,0.031,-2.333,-0.113
"871","DM$developer: Guopeng Liang© 2012 Guopeng Liang",-0.361,0.527,-0.684,0.494,-1.394,0.673
"872","DM$developer: Guoyan Han© 2012 Bejoy Mobile",-1.01,0.502,-2.011,0.044,-1.995,-0.026
"873","DM$developer: Ha Dung© DYSoftware",0.046,0.553,0.084,0.933,-1.038,1.13
"874","DM$developer: haibo gan© 北京木仓科技有限公司",-1.517,0.549,-2.765,0.006,-2.593,-0.442
"875","DM$developer: Hainan Tianya Online Network Technology Co Ltd© 1999 - 2012 天涯社区",-0.874,0.558,-1.565,0.118,-1.968,0.22
"876","DM$developer: Hainan Tianya Online Network Technology Co Ltd© Hainan Tianya Online Network Technology Co Ltd",-0.365,0.56,-0.651,0.515,-1.463,0.733
"877","DM$developer: Halfbrick Studios",-0.588,0.541,-1.087,0.277,-1.647,0.472
"878","DM$developer: Halfbrick© 2010 Halfbrick Studios",0.105,0.518,0.202,0.84,-0.911,1.12
"879","DM$developer: Halfbrick© 2011 Halfbrick Studios",-1.14,0.483,-2.363,0.018,-2.087,-0.194
"880","DM$developer: Halfbrick© Halfbrick Studios 2011",-0.758,0.485,-1.564,0.118,-1.708,0.192
"881","DM$developer: handcent_market",0.866,0.569,1.523,0.128,-0.248,1.981
"882","DM$developer: Hangyu Li© 2010 Mangoo Inc",-0.916,0.683,-1.342,0.18,-2.255,0.422
"883","DM$developer: Hangzhou Caimi Technology Co., Ltd.© 2012 杭州财米科技有限公司",-0.168,0.53,-0.318,0.751,-1.208,0.871
"884","DM$developer: Hangzhou Enniu Tech Ltd.© Hangzhou Enniu Tech Ltd.",-2.678,0.549,-4.877,0,-3.754,-1.602
"885","DM$developer: Hangzhou MR.GLEE Tech. co.© MR.GLEE",-1.696,0.541,-3.135,0.002,-2.757,-0.636
"886","DM$developer: Hanhai Information Technology (Shanghai) Co.Ltd© 2012 Dianping Inc.",-2.655,0.523,-5.079,0,-3.68,-1.63
"887","DM$developer: Hao LiCopyright © 2010－2012 TongShuo",-0.141,0.531,-0.266,0.79,-1.181,0.899
"888","DM$developer: Hao Yun© Hao Yun Co., Ltd",-2.341,0.526,-4.446,0,-3.373,-1.309
"889","DM$developer: Hapoga",-0.703,0.598,-1.174,0.24,-1.875,0.47
"890","DM$developer: Happy Boy© OYEfaction",0.023,0.674,0.034,0.973,-1.299,1.345
"891","DM$developer: Happy Elements Holdings Limited© (c) 2009-2012 Happy Elements.Ltd.All rights reserved.",-0.857,0.5,-1.713,0.087,-1.837,0.124
"892","DM$developer: Happy Elements S.a r.l.© (c) 2009-2012 Happy Elements.Ltd.All rights reserved.",-0.081,0.564,-0.143,0.886,-1.186,1.025
